train_loss	val_loss
0.027944632024039184	0.054142611602751106
0.02027230516498466	0.04289527048446414
0.015802806577911457	0.04757192624474808
0.012677837737465506	0.03769368131932928
0.010708107452064112	0.04136791760389255
0.009317225769755976	0.03593778110312662
0.007897155037375718	0.03595113776583637
0.007440224289979814	0.0436262241353411
0.0064272360174067985	0.037575842688142964
0.006356662732665406	0.043385452245510284
0.0055183208075785875	0.033641125981206346
0.005370280866955314	0.044045770678306374
0.00528012570603988	0.033456034889062715
0.004760617288280352	0.036062015292780664
0.004596170001172494	0.036207758406311255
0.004685484590709961	0.0383869318310701
0.004074407702858016	0.02983009411769717
0.004043581269720194	0.042063558998721086
0.00405760978667565	0.03596676979650598
0.003971443030285189	0.03468201677520583
0.004000013379055096	0.029166271995146816
0.0036968435131674387	0.033250976822221244
0.0036183226628063773	0.030133989435061136
0.0031796576576600542	0.038305527050018814
0.0033116680994638775	0.030825389940145154
0.003373649163866241	0.03203531444755581
0.0031547442961572646	0.03692274227742888
0.0033217639146438157	0.041720916296784184
0.0034900167965304985	0.049562480538988825
0.003528425760636442	0.03847699062262098
0.0033978754189122554	0.0368611548790067
0.003242571993249102	0.03430667780429864
0.0030139340369328073	0.032674429265199666
0.0029958888629344083	0.02769429101205853
0.0033130404617745047	0.04886376196310077
0.003821153974871258	0.03176524333151016
0.003401623386906838	0.037554115526878463
0.0032479202257993498	0.03936829172521018
0.003251109208902058	0.03477890598962362
0.003164359691595501	0.034473517615544166
